method,total_cnot_budget,trial_id,shots_per_evaluation,schedule_cx_cost,selected_theta_1,selected_theta_2,reported_best_score,selected_true_score,dense_grid_optimum_score,regret
split,19952.62314968879,34,60,328.0,0.39269908169872414,0.0,0.47632259439485336,0.4285099014699435,0.46117153202478534,0.032661630554841836
split,19952.62314968879,35,60,328.0,-0.39269908169872414,0.39269908169872414,0.4426198009867398,0.39327164940875275,0.46117153202478534,0.06789988261603258
split,19952.62314968879,36,60,328.0,0.39269908169872414,0.39269908169872414,0.47985594112773106,0.40550957131742704,0.46117153202478534,0.05566196070735829
split,19952.62314968879,37,60,328.0,0.0,0.7853981633974483,0.43039407329495594,0.34489764110741855,0.46117153202478534,0.11627389091736678
split,19952.62314968879,38,60,328.0,0.0,-0.7853981633974483,0.4501549931901759,0.41498393828054037,0.46117153202478534,0.04618759374424497
split,19952.62314968879,39,60,328.0,0.0,-0.39269908169872414,0.48875582970098386,0.45440492458022935,0.46117153202478534,0.006766607444555983
split,19952.62314968879,40,60,328.0,0.0,0.39269908169872414,0.4552479109341899,0.4164744938764483,0.46117153202478534,0.04469703814833703
split,19952.62314968879,41,60,328.0,0.0,-0.39269908169872414,0.38273583196788424,0.45440492458022935,0.46117153202478534,0.006766607444555983
split,19952.62314968879,42,60,328.0,0.0,0.39269908169872414,0.4870187132281852,0.4164744938764483,0.46117153202478534,0.04469703814833703
split,19952.62314968879,43,60,328.0,0.39269908169872414,-0.39269908169872414,0.4485600497613705,0.41609367348466614,0.46117153202478534,0.0450778585401192
split,19952.62314968879,44,60,328.0,0.0,-0.39269908169872414,0.5057557540561242,0.45440492458022935,0.46117153202478534,0.006766607444555983
split,19952.62314968879,45,60,328.0,-0.39269908169872414,-0.39269908169872414,0.510401048990673,0.45172274146765273,0.46117153202478534,0.009448790557132603
split,19952.62314968879,46,60,328.0,0.39269908169872414,-0.39269908169872414,0.4947475657428315,0.41609367348466614,0.46117153202478534,0.0450778585401192
split,19952.62314968879,47,60,328.0,0.0,0.0,0.4837776230385278,0.45492833810007927,0.46117153202478534,0.00624319392470607
split,19952.62314968879,48,60,328.0,0.39269908169872414,0.39269908169872414,0.4902908639016743,0.40550957131742704,0.46117153202478534,0.05566196070735829
